nodes  27
    1   0.00000  1.00000  0.000000
    2   0.00000  0.00000  0.000000
    3   0.00000  0.50000  0.000000
    4   1.00000  1.00000  0.000000
    5   0.50000  1.00000  0.000000
    6   1.00000  0.00000  0.000000
    7   1.00000  0.50000  0.000000
    8   0.50000  0.00000  0.000000
    9   0.50000  0.50000  0.000000
   10   0.00000  0.00000  1.000000
   11   1.00000  0.00000  1.000000
   12   0.50000  0.00000  1.000000
   13   1.00000  1.00000  1.000000
   14   1.00000  0.50000  1.000000
   15   0.00000  1.00000  1.000000
   16   0.50000  1.00000  1.000000
   17   0.00000  0.50000  1.000000
   18   0.50000  0.50000  1.000000
   19   0.00000  0.00000  0.500000
   20   1.00000  0.00000  0.500000
   21   0.50000  0.00000  0.500000
   22   1.00000  1.00000  0.500000
   23   0.00000  1.00000  0.500000
   24   0.50000  1.00000  0.500000
   25   0.00000  0.50000  0.500000
   26   1.00000  0.50000  0.500000
   27   0.50000  0.50000  0.500000
elements 8
    1     2     8     9     3    19    21    27    25 
    2     8     6     7     9    21    20    26    27 
    3     3     9     5     1    25    27    24    23 
    4     9     7     4     5    27    26    22    24 
    5    19    21    27    25    10    12    18    17 
    6    21    20    26    27    12    11    14    18 
    7    25    27    24    23    17    18    16    15 
    8    27    26    22    24    18    14    13    16 
boundaryconditions 39
1	2	0
1	3	0
2	3	0
3	3	0
4	1	0
4	2	0
4	3	0
5	2	0
5	3	0
6	1	0
6	3	0
7	1	0
7	3	0
8	3	0
9	3	0
10	1	0
10	2	0
11	1	0
11	2	0
12	1	0
12	2	0
13	1	0
13	2	0
14	1	0
14	2	0
15	1	0
15	2	0
16	1	0
16	2	0
17	1	0
17	2	0
18	1	0
18	2	0
20	1	0
22	1	0
22	2	0
23	2	0
24	2	0
26	1	0
nodalforces 3
13	3	-1.0
14	3	-1.0
16	3	-1.0
18	3	-1.0
