nodes  8
    1   -1.00000  -1.00000  -1.00000
    2    1.00000  -1.00000  -1.00000
    3   -1.00000   1.00000  -1.00000
    4    1.00000   1.00000  -1.00000
    5   -1.00000  -1.00000   1.00000
    6    1.00000  -1.00000   1.00000
    7   -1.00000   1.00000   1.00000
    8    1.00000   1.00000   1.00000

elements 1
    1     1     2     4     3     5     7     6     8  

boundaryconditions 12
1	1	0
1	2	0
1	3	0
2	1	0
2	2	0
2	3	0
3	1	0
3	2	0
3	3	0
4	1	0
4	2	0
4	3	0
nodalforces 4
5	3	-1.0
6	3	-1.0
7	3	-1.0
8	3	-1.0
