nodes  	729
1	0.	0.	0.
2	0.125	0.	0.
3	0.25	0.	0.
4	0.375	0.	0.
5	0.5	0.	0.
6	0.625	0.	0.
7	0.75	0.	0.
8	0.875	0.	0.
9	1.	0.	0.
10	0.	0.125	0.
11	0.125	0.125	0.
12	0.25	0.125	0.
13	0.375	0.125	0.
14	0.5	0.125	0.
15	0.625	0.125	0.
16	0.75	0.125	0.
17	0.875	0.125	0.
18	1.	0.125	0.
19	0.	0.25	0.
20	0.125	0.25	0.
21	0.25	0.25	0.
22	0.375	0.25	0.
23	0.5	0.25	0.
24	0.625	0.25	0.
25	0.75	0.25	0.
26	0.875	0.25	0.
27	1.	0.25	0.
28	0.	0.375	0.
29	0.125	0.375	0.
30	0.25	0.375	0.
31	0.375	0.375	0.
32	0.5	0.375	0.
33	0.625	0.375	0.
34	0.75	0.375	0.
35	0.875	0.375	0.
36	1.	0.375	0.
37	0.	0.5	0.
38	0.125	0.5	0.
39	0.25	0.5	0.
40	0.375	0.5	0.
41	0.5	0.5	0.
42	0.625	0.5	0.
43	0.75	0.5	0.
44	0.875	0.5	0.
45	1.	0.5	0.
46	0.	0.625	0.
47	0.125	0.625	0.
48	0.25	0.625	0.
49	0.375	0.625	0.
50	0.5	0.625	0.
51	0.625	0.625	0.
52	0.75	0.625	0.
53	0.875	0.625	0.
54	1.	0.625	0.
55	0.	0.75	0.
56	0.125	0.75	0.
57	0.25	0.75	0.
58	0.375	0.75	0.
59	0.5	0.75	0.
60	0.625	0.75	0.
61	0.75	0.75	0.
62	0.875	0.75	0.
63	1.	0.75	0.
64	0.	0.875	0.
65	0.125	0.875	0.
66	0.25	0.875	0.
67	0.375	0.875	0.
68	0.5	0.875	0.
69	0.625	0.875	0.
70	0.75	0.875	0.
71	0.875	0.875	0.
72	1.	0.875	0.
73	0.	1.	0.
74	0.125	1.	0.
75	0.25	1.	0.
76	0.375	1.	0.
77	0.5	1.	0.
78	0.625	1.	0.
79	0.75	1.	0.
80	0.875	1.	0.
81	1.	1.	0.
82	0.	0.	0.125
83	0.125	0.	0.125
84	0.25	0.	0.125
85	0.375	0.	0.125
86	0.5	0.	0.125
87	0.625	0.	0.125
88	0.75	0.	0.125
89	0.875	0.	0.125
90	1.	0.	0.125
91	0.	0.125	0.125
92	0.125	0.125	0.125
93	0.25	0.125	0.125
94	0.375	0.125	0.125
95	0.5	0.125	0.125
96	0.625	0.125	0.125
97	0.75	0.125	0.125
98	0.875	0.125	0.125
99	1.	0.125	0.125
100	0.	0.25	0.125
101	0.125	0.25	0.125
102	0.25	0.25	0.125
103	0.375	0.25	0.125
104	0.5	0.25	0.125
105	0.625	0.25	0.125
106	0.75	0.25	0.125
107	0.875	0.25	0.125
108	1.	0.25	0.125
109	0.	0.375	0.125
110	0.125	0.375	0.125
111	0.25	0.375	0.125
112	0.375	0.375	0.125
113	0.5	0.375	0.125
114	0.625	0.375	0.125
115	0.75	0.375	0.125
116	0.875	0.375	0.125
117	1.	0.375	0.125
118	0.	0.5	0.125
119	0.125	0.5	0.125
120	0.25	0.5	0.125
121	0.375	0.5	0.125
122	0.5	0.5	0.125
123	0.625	0.5	0.125
124	0.75	0.5	0.125
125	0.875	0.5	0.125
126	1.	0.5	0.125
127	0.	0.625	0.125
128	0.125	0.625	0.125
