1	0.00000000	0.00000000
2	0.20000000	0.00000000
3	0.40000000	0.00000000
4	0.60000000	0.00000000
5	0.80000000	0.00000000
6	1.00000000	0.00000000
7	0.00000000	0.20000000
8	0.20000000	0.20000000
9	0.40000000	0.20000000
10	0.60000000	0.20000000
11	0.80000000	0.20000000
12	1.00000000	0.20000000
13	0.00000000	0.40000000
14	0.20000000	0.40000000
15	0.40000000	0.40000000
16	0.60000000	0.40000000
17	0.80000000	0.40000000
18	1.00000000	0.40000000
19	0.00000000	0.60000000
20	0.20000000	0.60000000
21	0.40000000	0.60000000
22	0.60000000	0.60000000
23	0.80000000	0.60000000
24	1.00000000	0.60000000
25	0.00000000	0.80000000
26	0.20000000	0.80000000
27	0.40000000	0.80000000
28	0.60000000	0.80000000
29	0.80000000	0.80000000
30	1.00000000	0.80000000
31	0.00000000	1.00000000
32	0.20000000	1.00000000
33	0.40000000	1.00000000
34	0.60000000	1.00000000
35	0.80000000	1.00000000
36	1.00000000	1.00000000
