nodes  36
    1 	     0.000000 	     0.000000 
    2 	     0.200000 	     0.000000 
    3 	     0.400000 	     0.000000 
    4 	     0.600000 	     0.000000 
    5 	     0.800000 	     0.000000 
    6 	     1.000000 	     0.000000 
    7 	     0.000000 	     0.200000 
    8 	     0.200000 	     0.200000 
    9 	     0.400000 	     0.200000 
   10 	     0.600000 	     0.200000 
   11 	     0.800000 	     0.200000 
   12 	     1.000000 	     0.200000 
   13 	     0.000000 	     0.400000 
   14 	     0.200000 	     0.400000 
   15 	     0.400000 	     0.400000 
   16 	     0.600000 	     0.400000 
   17 	     0.800000 	     0.400000 
   18 	     1.000000 	     0.400000 
   19 	     0.000000 	     0.600000 
   20 	     0.200000 	     0.600000 
   21 	     0.400000 	     0.600000 
   22 	     0.600000 	     0.600000 
   23 	     0.800000 	     0.600000 
   24 	     1.000000 	     0.600000 
   25 	     0.000000 	     0.800000 
   26 	     0.200000 	     0.800000 
   27 	     0.400000 	     0.800000 
   28 	     0.600000 	     0.800000 
   29 	     0.800000 	     0.800000 
   30 	     1.000000 	     0.800000 
   31 	     0.000000 	     1.000000 
   32 	     0.200000 	     1.000000 
   33 	     0.400000 	     1.000000 
   34 	     0.600000 	     1.000000 
   35 	     0.800000 	     1.000000 
   36 	     1.000000 	     1.000000 
elements 25
    1 	     1 	     2 	     8 	     7 
    2 	     2 	     3 	     9 	     8 
    3 	     3 	     4 	    10 	     9 
    4 	     4 	     5 	    11 	    10 
    5 	     5 	     6 	    12 	    11 
    6 	     7 	     8 	    14 	    13 
    7 	     8 	     9 	    15 	    14 
    8 	     9 	    10 	    16 	    15 
    9 	    10 	    11 	    17 	    16 
   10 	    11 	    12 	    18 	    17 
   11 	    13 	    14 	    20 	    19 
   12 	    14 	    15 	    21 	    20 
   13 	    15 	    16 	    22 	    21 
   14 	    16 	    17 	    23 	    22 
   15 	    17 	    18 	    24 	    23 
   16 	    19 	    20 	    26 	    25 
   17 	    20 	    21 	    27 	    26 
   18 	    21 	    22 	    28 	    27 
   19 	    22 	    23 	    29 	    28 
   20 	    23 	    24 	    30 	    29 
   21 	    25 	    26 	    32 	    31 
   22 	    26 	    27 	    33 	    32 
   23 	    27 	    28 	    34 	    33 
   24 	    28 	    29 	    35 	    34 
   25 	    29 	    30 	    36 	    35 
boundaryconditions  20
    1 	     1 	   0.00000000 
    2 	     1 	   0.58778525 
    3 	     1 	   0.95105652 
    4 	     1 	   0.95105652 
    5 	     1 	   0.58778525 
    6 	     1 	   0.00000000 
   31 	     1 	   0.00000000 
   32 	     1 	   0.00000000 
   33 	     1 	   0.00000000 
   34 	     1 	   0.00000000 
   35 	     1 	   0.00000000 
   36 	     1 	   0.00000000 
    7 	     1 	   0.00000000 
   13 	     1 	   0.00000000 
   19 	     1 	   0.00000000 
   25 	     1 	   0.00000000 
   12 	     1 	   0.00000000 
   18 	     1 	   0.00000000 
   24 	     1 	   0.00000000 
   30 	     1 	   0.00000000 
